nameID,market_name,market_hash_name,border_color,image,latest,min,avg,max,mean,median,unstable,unstable_reason,first_seen
175855076,★ Bloodhound Gloves | Bronzed (Battle-Scarred),★ Bloodhound Gloves | Bronzed (Battle-Scarred),#8650AC,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOh-zV9ID5gVeLoxY9JSDtJNSRd1M6N13W-FG7xunr1sC1vs7MyyFg7HInsX_VnUe0g0tFOuw7jOveFws_eL2xbA,74.53,51.88,66.0,79.62,65.92,65.783,True,LOW_SALES_MONTH,1480636800000
175870684,★ Bloodhound Gloves | Bronzed,★ Bloodhound Gloves | Bronzed (Factory New),#8650AC,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOh-zV9ID5gVeLpxo7Oy3tIdeVe1A9ZV-E8wPrwrrsgJO-7snKnSZl63JwtHfcmUCy005NPOZrjOveFwtFxVxX6g,522.42,400.0,957.13,1179.14,957.13,1032.266,True,NO_SALES_3PLUS_MONTHS,1485993600000
175854384,★ Bloodhound Gloves | Bronzed (Field-Tested),★ Bloodhound Gloves | Bronzed (Field-Tested),#8650AC,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOh-zV9ID5gVeLphY4OiyuOoWddVdoMAvZ_Va6kLjohMXuuM7JmCdjvihwsSmInBK11BFJa-c5jfKACQLJ6xabnEw,86.64,58.3,78.58,98.0,78.38,78.4,True,LOW_SALES_WEEK,1480377600000
175855626,★ Bloodhound Gloves | Bronzed (Minimal Wear),★ Bloodhound Gloves | Bronzed (Minimal Wear),#8650AC,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOh-zV9ID5gVeLpxo7Oy3tIdeVe1A9ZV-E8wPrwrrsgJO-7snKnSZl63JwtHfcmUCy005NPOZrjOveFwtFxVxX6g,138.49,110.0,137.12,172.22,136.55,131.73,True,LOW_SALES_3PLUS_MONTHS,1480809600000
175854948,★ Bloodhound Gloves | Bronzed (Well-Worn),★ Bloodhound Gloves | Bronzed (Well-Worn),#8650AC,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOh-zV9ID5gVeLphY4OiyuOoWddVdoMAvZ_Va6kLjohMXuuM7JmCdjvihwsSmInBK11BFJa-c5jfKACQLJ6xabnEw,80.33,7.03,69.04,85.42,69.07,68.3305,True,LOW_SALES_3PLUS_MONTHS,1480550400000
175854971,★ Bloodhound Gloves | Charred (Battle-Scarred),★ Bloodhound Gloves | Charred (Battle-Scarred),#8650AC,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOiOXA9ofKm124vRYuDDGmdcDcbANtZwzVrgToxLrthJbpvMnAn3dnsyV24C7bmUewhklJOrBqgaaZTViAR_seybplLGs,108.61,57.0,85.73,123.58,85.83,84.71199999999999,True,LOW_SALES_3PLUS_MONTHS,1480723200000
175864150,★ Bloodhound Gloves | Charred,★ Bloodhound Gloves | Charred (Factory New),#8650AC,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOiOXA9ofKm124vRYuDDWqc97RbAU4MFmG-QO_yb3tgZa4tJqYnHQy6HEl5nrZnRywhBwfaeVp1KbPTlyAR_seqlMyB4c,970.86,374.98,752.28,1246.06,752.28,788.951,True,NO_SALES_3PLUS_MONTHS,1483660800000
175854647,★ Bloodhound Gloves | Charred (Field-Tested),★ Bloodhound Gloves | Charred (Field-Tested),#8650AC,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOiOXA9ofKm124vRYuDDSmcN_QLxg4aQmD_1C7wObtjce0up_Mn3Yw73Qi43iMmBC3gktJbONrjKOXSlWfGeUXS2cufu86,106.25,97.43,117.4,185.65,117.48,116.04,True,LOW_SALES_WEEK,1480464000000
175854970,★ Bloodhound Gloves | Charred (Minimal Wear),★ Bloodhound Gloves | Charred (Minimal Wear),#8650AC,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOiOXA9ofKm124vRYuDDWqc97RbAU4MFmG-QO_yb3tgZa4tJqYnHQy6HEl5nrZnRywhBwfaeVp1KbPTlyAR_seqlMyB4c,320.0,217.35,257.66,320.0,258.63,256.0315,True,LOW_SALES_3PLUS_MONTHS,1480550400000
175857384,★ Bloodhound Gloves | Charred (Well-Worn),★ Bloodhound Gloves | Charred (Well-Worn),#8650AC,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DAR0hwIQFTibipJAhk2_zdfzl969C5goWYqPX4PLTVnmRE5sFOiOXA9ofKm124vRYuDDSmcN_QLxg4aQmD_1C7wObtjce0up_Mn3Yw73Qi43iMmBC3gktJbONrjKOXSlWfGeUXS2cufu86,107.51,61.68,88.04,115.08,87.84,85.695,True,LOW_SALES_3PLUS_MONTHS,1482278400000
